code	pop	MPG	ESU	year	S_tot_obs	n_age3_obs	n_age4_obs	n_age5_obs	n_H_obs	n_W_obs	p_HOS	fit_p_HOS	B_take_obs	F_rate
SRYFS	Yankee	Upper Salmon	SRSS	1995	0	0	0	0	0	0	0.00	0	0	0.05
SRYFS	Yankee	Upper Salmon	SRSS	1996	4	0	0	0	0	0	0.00	0	0	0.05
SRYFS	Yankee	Upper Salmon	SRSS	1997	8	0	0	0	0	0	0.00	0	0	0.07
SRYFS	Yankee	Upper Salmon	SRSS	1998	20	0	0	0	0	0	0.00	0	0	0.06
SRYFS	Yankee	Upper Salmon	SRSS	1999	2	0	1	0	0	0	0.00	0	0	0.04
SRYFS	Yankee	Upper Salmon	SRSS	2000	20	0	2	0	0	0	0.00	0	0	0.06
SRYFS	Yankee	Upper Salmon	SRSS	2001	95	0	6	0	0	0	0.00	0	0	0.15
SRYFS	Yankee	Upper Salmon	SRSS	2002	92	0	6	4	0	0	0.00	0	0	0.13
SRYFS	Yankee	Upper Salmon	SRSS	2003	161	0	1	37	0	0	0.00	0	0	0.09
SRYFS	Yankee	Upper Salmon	SRSS	2004	28	1	3	1	0	0	0.00	0	0	0.11
SRYFS	Yankee	Upper Salmon	SRSS	2005	11	0	3	3	0	0	0.00	0	0	0.08
SRYFS	Yankee	Upper Salmon	SRSS	2006	6	0	3	2	0	0	0.00	0	0	0.08
SRYFS	Yankee	Upper Salmon	SRSS	2007	0	0	1	0	0	0	0.00	0	0	0.09
SRYFS	Yankee	Upper Salmon	SRSS	2008	1934	0	2	3	0	0	0.00	0	0	0.15
SRYFS	Yankee	Upper Salmon	SRSS	2009	1639	0	2	3	507	12	0.98	1	0	0.09
SRYFS	Yankee	Upper Salmon	SRSS	2010	1582	0	0	0	0	22	0.00	1	0	0.15
SRYFS	Yankee	Upper Salmon	SRSS	2011	160	3	6	2	0	14	0.00	1	0	0.09
SRYFS	Yankee	Upper Salmon	SRSS	2012	1152	0	0	0	0	5	0.00	1	0	0.11
SRYFS	Yankee	Upper Salmon	SRSS	2013	698	1	3	6	14	35	0.29	1	0	0.09
SRYFS	Yankee	Upper Salmon	SRSS	2014	462	0	7	2	4	53	0.07	1	0	0.13
SRYFS	Yankee	Upper Salmon	SRSS	2015	19	9	14	1	3	25	0.11	1	0	0.13
SRYFS	Yankee	Upper Salmon	SRSS	2016	242	0	0	0	11	45	0.20	1	0	0.11
UCENT	Entiat	North Cascades	UCS	1960	454	0	0	0	0	0	0.00	0	0	0.53
UCENT	Entiat	North Cascades	UCS	1961	171	0	0	0	0	0	0.00	0	0	0.44
UCENT	Entiat	North Cascades	UCS	1962	446	0	0	0	0	0	0.00	0	0	0.59
UCENT	Entiat	North Cascades	UCS	1963	562	0	0	0	0	0	0.00	0	0	0.59
UCENT	Entiat	North Cascades	UCS	1964	1489	0	0	0	0	0	0.00	0	0	0.53
UCENT	Entiat	North Cascades	UCS	1965	403	0	0	0	0	0	0.00	0	0	0.64
UCENT	Entiat	North Cascades	UCS	1966	1190	0	0	0	0	0	0.00	0	0	0.38
UCENT	Entiat	North Cascades	UCS	1967	977	0	0	0	0	0	0.00	0	0	0.53
UCENT	Entiat	North Cascades	UCS	1968	977	0	0	0	0	0	0.00	0	0	0.39
UCENT	Entiat	North Cascades	UCS	1969	322	0	0	0	0	0	0.00	0	0	0.35
UCENT	Entiat	North Cascades	UCS	1970	271	0	0	0	0	0	0.00	0	0	0.43
UCENT	Entiat	North Cascades	UCS	1971	527	0	0	0	0	0	0.00	0	0	0.33
UCENT	Entiat	North Cascades	UCS	1972	236	0	0	0	0	0	0.00	0	0	0.49
UCENT	Entiat	North Cascades	UCS	1973	888	0	0	0	0	0	0.00	0	0	0.54
UCENT	Entiat	North Cascades	UCS	1974	341	0	0	0	0	0	0.00	0	0	0.37
UCENT	Entiat	North Cascades	UCS	1975	605	0	0	0	0	0	0.00	0	0	0.00
UCENT	Entiat	North Cascades	UCS	1976	182	0	0	0	0	0	0.00	0	0	0.01
UCENT	Entiat	North Cascades	UCS	1977	688	0	0	0	0	0	0.00	0	0	0.30
UCENT	Entiat	North Cascades	UCS	1978	1213	0	0	0	0	0	0.00	0	0	0.06
UCENT	Entiat	North Cascades	UCS	1979	316	0	0	0	0	0	0.00	0	0	0.04
UCENT	Entiat	North Cascades	UCS	1980	405	0	0	0	3	48	0.06	1	0	0.03
UCENT	Entiat	North Cascades	UCS	1981	358	0	0	0	2	48	0.04	1	0	0.06
UCENT	Entiat	North Cascades	UCS	1982	420	0	0	0	2	48	0.04	1	0	0.09
UCENT	Entiat	North Cascades	UCS	1983	420	0	0	0	5	45	0.10	1	0	0.09
UCENT	Entiat	North Cascades	UCS	1984	333	0	0	0	8	43	0.16	1	0	0.10
UCENT	Entiat	North Cascades	UCS	1985	444	0	0	0	7	44	0.14	1	0	0.07
UCENT	Entiat	North Cascades	UCS	1986	400	0	0	0	8	43	0.16	1	0	0.08
UCENT	Entiat	North Cascades	UCS	1987	244	0	0	0	12	39	0.24	1	0	0.08
UCENT	Entiat	North Cascades	UCS	1988	255	0	0	0	8	42	0.16	1	0	0.13
UCENT	Entiat	North Cascades	UCS	1989	142	0	0	0	15	36	0.29	1	0	0.10
UCENT	Entiat	North Cascades	UCS	1990	316	0	0	0	6	45	0.12	1	0	0.12
UCENT	Entiat	North Cascades	UCS	1991	127	0	0	0	11	39	0.22	1	0	0.10
UCENT	Entiat	North Cascades	UCS	1992	160	0	0	0	10	40	0.20	1	0	0.08
UCENT	Entiat	North Cascades	UCS	1993	374	0	0	0	6	44	0.12	1	0	0.07
UCENT	Entiat	North Cascades	UCS	1994	76	0	0	0	3	48	0.06	1	0	0.09
UCENT	Entiat	North Cascades	UCS	1995	33	0	0	0	17	34	0.33	1	0	0.05
UCENT	Entiat	North Cascades	UCS	1996	50	0	0	0	10	40	0.20	1	0	0.05
UCENT	Entiat	North Cascades	UCS	1997	82	0	3	0	9	42	0.18	1	0	0.07
UCENT	Entiat	North Cascades	UCS	1998	53	0	3	4	11	40	0.22	1	0	0.05
UCENT	Entiat	North Cascades	UCS	1999	75	0	4	0	31	20	0.61	1	0	0.05
UCENT	Entiat	North Cascades	UCS	2000	197	0	7	1	18	8	0.69	1	0	0.06
UCENT	Entiat	North Cascades	UCS	2001	323	0	59	15	32	74	0.30	1	0	0.14
UCENT	Entiat	North Cascades	UCS	2002	230	0	18	23	21	41	0.34	1	0	0.13
UCENT	Entiat	North Cascades	UCS	2003	262	1	2	22	12	25	0.32	1	0	0.09
UCENT	Entiat	North Cascades	UCS	2004	449	0	1	13	16	15	0.52	1	0	0.11
UCENT	Entiat	North Cascades	UCS	2005	263	1	17	3	22	21	0.51	1	0	0.08
UCENT	Entiat	North Cascades	UCS	2006	188	2	21	5	37	28	0.57	1	0	0.08
UCENT	Entiat	North Cascades	UCS	2007	468	3	9	5	21	17	0.55	1	0	0.08
UCENT	Entiat	North Cascades	UCS	2008	194	1	28	4	35	33	0.51	1	0	0.16
UCENT	Entiat	North Cascades	UCS	2009	368	2	22	6	31	30	0.51	1	0	0.10
UCENT	Entiat	North Cascades	UCS	2010	445	2	50	11	21	63	0.25	1	0	0.17
UCENT	Entiat	North Cascades	UCS	2011	508	6	45	30	69	81	0.46	1	0	0.09
UCENT	Entiat	North Cascades	UCS	2012	385	2	52	22	40	76	0.34	1	0	0.11
UCENT	Entiat	North Cascades	UCS	2013	192	3	4	8	4	15	0.21	1	0	0.09
UCENT	Entiat	North Cascades	UCS	2014	178	1	19	2	2	22	0.08	1	0	0.12
UCENT	Entiat	North Cascades	UCS	2015	509	6	73	14	21	93	0.18	1	0	0.13
UCENT	Entiat	North Cascades	UCS	2016	379	0	30	7	7	37	0.16	1	0	0.11
UCMET	Methow	North Cascades	UCS	1960	2313	0	0	0	0	0	0.00	0	0	0.53
UCMET	Methow	North Cascades	UCS	1961	665	0	0	0	0	0	0.00	0	0	0.44
UCMET	Methow	North Cascades	UCS	1962	2813	0	0	0	0	0	0.00	0	0	0.59
UCMET	Methow	North Cascades	UCS	1963	2093	0	0	0	0	0	0.00	0	0	0.59
UCMET	Methow	North Cascades	UCS	1964	4198	0	0	0	0	0	0.00	0	0	0.53
UCMET	Methow	North Cascades	UCS	1965	1556	0	0	0	0	0	0.00	0	0	0.64
UCMET	Methow	North Cascades	UCS	1966	4927	0	0	0	0	0	0.00	0	0	0.38
UCMET	Methow	North Cascades	UCS	1967	2621	0	0	0	0	0	0.00	0	0	0.53
UCMET	Methow	North Cascades	UCS	1968	1958	0	0	0	0	0	0.00	0	0	0.39
UCMET	Methow	North Cascades	UCS	1969	1405	0	0	0	0	0	0.00	0	0	0.35
UCMET	Methow	North Cascades	UCS	1970	1824	0	0	0	0	0	0.00	0	0	0.43
UCMET	Methow	North Cascades	UCS	1971	1535	0	0	0	0	0	0.00	0	0	0.33
UCMET	Methow	North Cascades	UCS	1972	1644	0	0	0	0	0	0.00	0	0	0.49
UCMET	Methow	North Cascades	UCS	1973	2415	0	0	0	0	0	0.00	0	0	0.54
UCMET	Methow	North Cascades	UCS	1974	1193	0	0	0	0	0	0.00	0	0	0.37
UCMET	Methow	North Cascades	UCS	1975	2108	0	0	0	0	0	0.00	0	0	0.00
UCMET	Methow	North Cascades	UCS	1976	713	0	0	0	0	0	0.00	0	0	0.01
UCMET	Methow	North Cascades	UCS	1977	2286	0	0	0	0	0	0.00	0	0	0.30
UCMET	Methow	North Cascades	UCS	1978	2734	0	0	0	0	0	0.00	0	0	0.06
UCMET	Methow	North Cascades	UCS	1979	664	0	0	0	2	48	0.04	1	0	0.04
UCMET	Methow	North Cascades	UCS	1980	623	0	0	0	3	47	0.06	1	0	0.03
UCMET	Methow	North Cascades	UCS	1981	596	0	0	0	9	42	0.18	1	0	0.06
UCMET	Methow	North Cascades	UCS	1982	766	0	0	0	10	40	0.20	1	0	0.09
UCMET	Methow	North Cascades	UCS	1983	1054	0	0	0	9	41	0.18	1	0	0.09
UCMET	Methow	North Cascades	UCS	1984	1183	0	0	0	6	45	0.12	1	0	0.10
UCMET	Methow	North Cascades	UCS	1985	1326	0	0	0	12	39	0.24	1	0	0.07
UCMET	Methow	North Cascades	UCS	1986	1120	0	0	0	10	41	0.20	1	0	0.08
UCMET	Methow	North Cascades	UCS	1987	1561	0	0	0	5	46	0.10	1	0	0.08
UCMET	Methow	North Cascades	UCS	1988	1695	0	0	0	10	40	0.20	1	0	0.13
UCMET	Methow	North Cascades	UCS	1989	1202	0	0	0	2	48	0.04	1	0	0.10
UCMET	Methow	North Cascades	UCS	1990	1118	0	0	0	2	49	0.04	1	0	0.12
UCMET	Methow	North Cascades	UCS	1991	620	0	0	0	2	48	0.04	1	0	0.10
UCMET	Methow	North Cascades	UCS	1992	1662	2	48	7	10	40	0.20	1	45	0.08
UCMET	Methow	North Cascades	UCS	1993	1370	0	46	132	50	178	0.22	1	144	0.07
UCMET	Methow	North Cascades	UCS	1994	309	0	0	0	11	40	0.22	1	11	0.09
UCMET	Methow	North Cascades	UCS	1995	45	0	0	0	12	38	0.24	1	0	0.05
UCMET	Methow	North Cascades	UCS	1996	31	0	0	0	20	31	0.39	1	119	0.05
UCMET	Methow	North Cascades	UCS	1997	347	0	49	21	11	39	0.22	1	13	0.07
UCMET	Methow	North Cascades	UCS	1998	41	0	0	0	26	25	0.51	1	104	0.05
UCMET	Methow	North Cascades	UCS	1999	116	0	8	0	5	8	0.38	1	76	0.05
UCMET	Methow	North Cascades	UCS	2000	978	4	10	8	140	22	0.86	1	7	0.06
UCMET	Methow	North Cascades	UCS	2001	10971	7	232	54	1264	293	0.81	1	61	0.14
UCMET	Methow	North Cascades	UCS	2002	2637	1	31	53	702	85	0.89	1	0	0.13
UCMET	Methow	North Cascades	UCS	2003	1138	7	3	13	492	23	0.96	1	42	0.09
UCMET	Methow	North Cascades	UCS	2004	1497	6	126	0	320	132	0.71	1	50	0.11
UCMET	Methow	North Cascades	UCS	2005	1376	1	178	23	329	201	0.62	1	9	0.08
UCMET	Methow	North Cascades	UCS	2006	1748	0	71	33	634	104	0.86	1	10	0.08
UCMET	Methow	North Cascades	UCS	2007	1079	4	12	32	222	48	0.82	1	23	0.08
UCMET	Methow	North Cascades	UCS	2008	1002	7	80	21	374	108	0.78	1	56	0.16
UCMET	Methow	North Cascades	UCS	2009	2641	12	110	10	736	133	0.85	1	121	0.10
UCMET	Methow	North Cascades	UCS	2010	2369	7	218	5	1002	230	0.81	1	171	0.17
UCMET	Methow	North Cascades	UCS	2011	2936	8	100	96	681	204	0.77	1	116	0.09
UCMET	Methow	North Cascades	UCS	2012	1280	4	84	29	805	117	0.87	1	61	0.11
UCMET	Methow	North Cascades	UCS	2013	1089	12	69	12	382	92	0.81	1	47	0.09
UCMET	Methow	North Cascades	UCS	2014	2063	11	192	10	782	221	0.78	1	120	0.12
UCMET	Methow	North Cascades	UCS	2015	1353	9	203	38	560	250	0.69	1	96	0.13
UCMET	Methow	North Cascades	UCS	2016	1444	4	99	16	124	119	0.51	1	86	0.11
UCWEN	Wenatchee	North Cascades	UCS	1960	2371	0	0	0	0	0	0.00	0	0	0.53
UCWEN	Wenatchee	North Cascades	UCS	1961	1540	0	0	0	0	0	0.00	0	0	0.44
UCWEN	Wenatchee	North Cascades	UCS	1962	3056	0	0	0	0	0	0.00	0	0	0.59
UCWEN	Wenatchee	North Cascades	UCS	1963	1874	0	0	0	0	0	0.00	0	0	0.59
UCWEN	Wenatchee	North Cascades	UCS	1964	2771	0	0	0	0	0	0.00	0	0	0.53
UCWEN	Wenatchee	North Cascades	UCS	1965	3523	0	0	0	0	0	0.00	0	0	0.64
UCWEN	Wenatchee	North Cascades	UCS	1966	6718	0	0	0	0	0	0.00	0	0	0.38
UCWEN	Wenatchee	North Cascades	UCS	1967	3978	0	0	0	0	0	0.00	0	0	0.53
UCWEN	Wenatchee	North Cascades	UCS	1968	4663	0	0	0	0	0	0.00	0	0	0.39
UCWEN	Wenatchee	North Cascades	UCS	1969	3959	0	0	0	0	0	0.00	0	0	0.35
UCWEN	Wenatchee	North Cascades	UCS	1970	3026	0	0	0	0	0	0.00	0	0	0.43
UCWEN	Wenatchee	North Cascades	UCS	1971	1589	0	0	0	0	0	0.00	0	0	0.33
UCWEN	Wenatchee	North Cascades	UCS	1972	2783	0	0	0	0	0	0.00	0	0	0.49
UCWEN	Wenatchee	North Cascades	UCS	1973	5863	0	0	0	0	0	0.00	0	0	0.54
UCWEN	Wenatchee	North Cascades	UCS	1974	1989	0	0	0	0	0	0.00	0	0	0.37
UCWEN	Wenatchee	North Cascades	UCS	1975	3765	0	0	0	0	0	0.00	0	0	0.01
UCWEN	Wenatchee	North Cascades	UCS	1976	2401	0	0	0	0	0	0.00	0	0	0.01
UCWEN	Wenatchee	North Cascades	UCS	1977	2862	0	0	0	0	0	0.00	0	0	0.36
UCWEN	Wenatchee	North Cascades	UCS	1978	3772	0	0	0	0	0	0.00	0	0	0.18
UCWEN	Wenatchee	North Cascades	UCS	1979	1063	0	0	0	0	0	0.00	0	0	0.04
UCWEN	Wenatchee	North Cascades	UCS	1980	1519	0	0	0	0	0	0.00	0	0	0.09
UCWEN	Wenatchee	North Cascades	UCS	1981	1269	0	0	0	0	0	0.00	0	0	0.06
UCWEN	Wenatchee	North Cascades	UCS	1982	1493	0	0	0	0	0	0.00	0	0	0.09
UCWEN	Wenatchee	North Cascades	UCS	1983	2547	0	0	0	0	0	0.00	0	0	0.09
UCWEN	Wenatchee	North Cascades	UCS	1984	2022	0	0	0	0	0	0.00	0	0	0.10
UCWEN	Wenatchee	North Cascades	UCS	1985	3331	0	0	0	0	0	0.00	0	0	0.07
UCWEN	Wenatchee	North Cascades	UCS	1986	2044	0	0	0	0	0	0.00	0	0	0.09
UCWEN	Wenatchee	North Cascades	UCS	1987	1920	0	0	0	0	0	0.00	0	0	0.08
UCWEN	Wenatchee	North Cascades	UCS	1988	1525	0	0	0	0	0	0.00	0	0	0.14
UCWEN	Wenatchee	North Cascades	UCS	1989	1396	0	0	0	0	0	0.00	0	28	0.11
UCWEN	Wenatchee	North Cascades	UCS	1990	999	0	0	0	0	0	0.00	0	19	0.15
UCWEN	Wenatchee	North Cascades	UCS	1991	585	0	0	0	0	0	0.00	0	32	0.11
UCWEN	Wenatchee	North Cascades	UCS	1992	1100	0	0	0	0	0	0.00	0	78	0.10
UCWEN	Wenatchee	North Cascades	UCS	1993	1192	0	23	38	45	61	0.42	1	100	0.09
UCWEN	Wenatchee	North Cascades	UCS	1994	280	0	6	18	10	24	0.29	1	9	0.09
UCWEN	Wenatchee	North Cascades	UCS	1995	58	0	2	0	7	2	0.78	1	0	0.05
UCWEN	Wenatchee	North Cascades	UCS	1996	182	5	11	1	7	17	0.29	1	8	0.05
UCWEN	Wenatchee	North Cascades	UCS	1997	578	0	27	4	34	31	0.52	1	37	0.07
UCWEN	Wenatchee	North Cascades	UCS	1998	323	0	2	34	11	36	0.23	1	13	0.05
UCWEN	Wenatchee	North Cascades	UCS	1999	133	1	12	6	0	19	0.00	1	0	0.05
UCWEN	Wenatchee	North Cascades	UCS	2000	1250	5	132	2	109	139	0.44	1	10	0.06
UCWEN	Wenatchee	North Cascades	UCS	2001	3930	2	378	30	915	410	0.69	1	115	0.14
UCWEN	Wenatchee	North Cascades	UCS	2002	1595	0	148	79	306	227	0.57	1	21	0.13
UCWEN	Wenatchee	North Cascades	UCS	2003	978	8	4	98	56	110	0.34	1	44	0.09
UCWEN	Wenatchee	North Cascades	UCS	2004	1605	7	214	3	167	224	0.43	1	100	0.11
UCWEN	Wenatchee	North Cascades	UCS	2005	1473	2	101	26	628	129	0.83	1	98	0.08
UCWEN	Wenatchee	North Cascades	UCS	2006	939	1	94	54	312	149	0.68	1	95	0.08
UCWEN	Wenatchee	North Cascades	UCS	2007	2005	5	35	53	406	93	0.81	1	45	0.08
UCWEN	Wenatchee	North Cascades	UCS	2008	2139	3	87	11	592	101	0.85	1	88	0.16
UCWEN	Wenatchee	North Cascades	UCS	2009	2195	5	89	5	294	99	0.75	1	113	0.10
UCWEN	Wenatchee	North Cascades	UCS	2010	1759	0	77	11	259	88	0.75	1	83	0.17
UCWEN	Wenatchee	North Cascades	UCS	2011	2876	7	54	50	172	111	0.61	1	80	0.09
UCWEN	Wenatchee	North Cascades	UCS	2012	2511	2	229	47	486	278	0.64	1	75	0.11
UCWEN	Wenatchee	North Cascades	UCS	2013	2033	9	95	49	411	153	0.73	1	97	0.09
UCWEN	Wenatchee	North Cascades	UCS	2014	1890	24	184	17	192	225	0.46	1	89	0.12
UCWEN	Wenatchee	North Cascades	UCS	2015	1884	2	109	20	188	131	0.59	1	146	0.13
UCWEN	Wenatchee	North Cascades	UCS	2016	1151	3	114	48	78	165	0.32	1	133	0.11
