pop	old_name	code	MPG	A	year	fit_p_HOS	category	period	S_tot_obs	n_age3_obs	n_age4_obs	n_age5_obs	n_H_obs	n_W_obs	p_HOS	B_take_obs	F_rate
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1955	0	impact	before	122	7	33	11	0	50	0	0	0
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1956	0	impact	before	2606	5	34	12	0	50	0	0	0
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1957	0	impact	before	1754	4	36	11	0	50	0	0	0
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1958	0	impact	before	486	3	42	5	0	50	0	0	0.79
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1959	0	impact	before	712	4	38	9	0	50	0	0	0.7
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1960	0	impact	before	3161	3	41	6	0	50	0	0	0.6
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1961	0	impact	before	347	9	35	7	0	50	0	0	0.57
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1962	0	impact	before	1146	3	39	8	0	50	0	0	0.74
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1963	0	impact	before	313	9	25	17	0	50	0	0	0.67
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1964	0	impact	before	208	6	37	7	0	50	0	0	0.85
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1965	0	impact	before	770	2	46	2	0	50	0	0	0.66
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1966	0	impact	before	626	10	37	4	0	50	0	0	0.8
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1967	0	impact	before	1625	8	26	16	0	50	0	0	0.59
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1968	0	impact	before	822	6	36	8	0	50	0	0	0.45
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1969	0	impact	before	1882	2	49	0	0	50	0	0	0.39
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1970	0	impact	before	992	4	43	4	0	50	0	0	0.44
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1971	0	impact	before	2319	3	45	3	0	50	0	0	0.35
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1972	0	impact	before	1106	1	37	11	0	50	0	0	0.5
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1973	0	impact	before	1855	1	41	9	0	50	0	0	0.61
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1974	0	impact	before	753	1	38	12	0	50	0	0	0.37
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1975	0	impact	before	399	5	17	28	0	50	0	0	0
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1976	0	impact	before	1028	3	39	9	0	50	0	0	0.01
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1977	0	impact	before	104	0	0	0	0	50	0	0	0.78
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1978	0	impact	before	878	0	7	44	0	50	0	0	0.06
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1979	0	impact	before	579	0	0	0	0	50	0	0	0.04
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1980	0	impact	before	1034	0	0	0	0	50	0	0	0.03
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1981	0	impact	before	275	0	0	0	0	50	0	0	0.07
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1982	0	impact	before	745	0	0	0	0	50	0	0	0.09
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1983	0	impact	before	733	0	6	44	0	50	0	0	0.09
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1984	0	impact	before	378	0	35	16	0	50	0	0	0.1
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1985	0	impact	before	386	2	37	12	0	50	0	0	0.07
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1986	1	impact	nonlocal	399	2	32	17	10	40	0.2	0	0.08
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1987	1	impact	nonlocal	685	1	47	2	39	11	0.78	0	0.08
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1988	1	impact	nonlocal	690	1	30	20	38	12	0.76	0	0.14
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1989	1	impact	nonlocal	191	0	35	15	31	19	0.62	0	0.1
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1990	1	impact	nonlocal	145	0	0	0	50	0	1	0	0.12
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1991	1	impact	nonlocal	64	6	21	24	44	7	0.87	0	0.1
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1992	1	impact	nonlocal	162	0	42	8	38	13	0.75	0	0.08
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1993	1	impact	nonlocal	268	4	4	43	30	20	0.6	0	0.07
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1994	1	impact	nonlocal	28	0	20	31	25	25	0.5	0	0.1
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1995	0	impact	post	38	5	45	0	0	50	0	0	0.05
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1996	0	impact	post	35	2	48	1	0	50	0	0	0.05
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1997	0	impact	post	103	3	41	6	0	50	0	0	0.07
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1998	0	impact	post	91	0	11	40	0	50	0	0	0.06
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	1999	0	impact	post	43	0	49	1	0	50	0	0	0.04
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2000	0	impact	post	58	6	38	6	0	50	0	2	0.06
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2001	1	impact	local	512	3	43	4	12	39	0.23	25	0.15
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2002	1	impact	local	430	2	37	12	25	25	0.5	39	0.13
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2003	1	impact	local	424	0	13	37	30	21	0.59	53	0.09
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2004	1	impact	local	215	3	39	8	42	9	0.83	19	0.11
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2005	1	impact	local	143	4	37	9	37	13	0.74	9	0.08
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2006	1	impact	local	251	5	45	1	32	19	0.63	21	0.08
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2007	1	impact	local	171	6	27	18	36	15	0.71	31	0.09
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2008	1	impact	local	216	4	42	5	33	18	0.65	18	0.15
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2009	1	impact	local	276	14	28	7	27	23	0.54	35	0.09
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2010	1	impact	local	979	3	46	1	26	24	0.52	28	0.15
Catherine	CathCr	GRCAT	Grande Ronde / Imnaha	29.1522	2011	1	impact	local	1674	8	34	8	33	18	0.65	39	0.09
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1959	0	impact	before	657	4	38	9	0	50	0	0	0.65
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1960	0	impact	before	606	7	38	6	0	50	0	0	0.58
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1961	0	impact	before	281	7	36	7	0	50	0	0	0.5
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1962	0	impact	before	338	15	28	8	0	50	0	0	0.63
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1963	0	impact	before	1104	5	27	19	0	50	0	0	0.62
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1964	0	impact	before	1585	4	38	8	0	50	0	0	0.59
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1965	0	impact	before	956	8	41	2	0	50	0	0	0.74
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1966	0	impact	before	1284	9	30	11	0	50	0	0	0.44
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1967	0	impact	before	1106	6	23	21	0	50	0	0	0.58
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1968	0	impact	before	1152	1	25	24	0	50	0	0	0.52
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1969	0	impact	before	914	2	31	18	0	50	0	0	0.38
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1970	0	impact	before	813	0	39	12	0	50	0	0	0.44
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1971	0	impact	before	797	9	32	9	0	50	0	0	0.33
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1972	0	impact	before	1169	3	8	40	0	50	0	0	0.53
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1973	0	impact	before	1263	0	23	27	0	50	0	0	0.54
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1974	0	impact	before	947	0	25	25	0	50	0	0	0.37
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1975	0	impact	before	328	0	19	31	0	50	0	0	0
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1976	0	impact	before	664	3	39	9	0	50	0	0	0.22
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1977	0	impact	before	221	3	29	18	0	50	0	0	0.34
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1978	0	impact	before	1097	0	4	46	0	50	0	0	0.06
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1979	0	impact	before	157	0	0	0	0	50	0	0	0.12
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1980	0	impact	before	155	0	0	0	0	50	0	0	0.03
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1981	0	impact	before	76	0	0	0	0	50	0	0	0.07
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1982	0	impact	before	520	0	0	0	0	50	0	0	0.09
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1983	0	impact	before	375	0	6	44	0	50	0	0	0.09
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1984	0	impact	before	492	0	35	16	0	50	0	0	0.1
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1985	0	impact	before	675	2	37	12	0	50	0	0	0.07
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1986	1	impact	nonlocal	419	1	32	18	12	39	0.23	0	0.08
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1987	1	impact	nonlocal	640	0	33	18	16	34	0.32	0	0.08
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1988	1	impact	nonlocal	975	0	13	38	23	28	0.45	0	0.14
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1989	1	impact	nonlocal	296	4	29	17	38	12	0.76	0	0.1
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1990	1	impact	nonlocal	95	0	38	13	20	30	0.4	0	0.12
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1991	1	impact	nonlocal	163	0	11	40	18	33	0.35	0	0.1
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1992	1	impact	nonlocal	196	0	38	12	38	13	0.75	0	0.08
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1993	1	impact	nonlocal	501	0	10	40	26	25	0.51	0	0.07
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1994	1	impact	nonlocal	67	0	20	31	13	38	0.25	0	0.1
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1995	1	impact	local	37	5	45	0	0	50	0	0	0.05
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1996	1	impact	local	96	2	45	2	0	50	0	0	0.05
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1997	1	impact	local	195	4	45	2	3	48	0.05	0	0.07
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1998	1	impact	local	185	5	42	4	0	50	0	0	0.06
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	1999	1	impact	local	95	0	48	2	4	46	0.08	1	0.04
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2000	1	impact	local	231	6	41	3	9	42	0.17	22	0.06
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2001	1	impact	local	651	1	45	5	12	39	0.23	68	0.21
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2002	1	impact	local	861	2	40	9	27	24	0.53	53	0.13
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2003	1	impact	local	818	3	20	27	25	26	0.49	41	0.09
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2004	1	impact	local	858	5	40	6	39	12	0.77	46	0.11
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2005	1	impact	local	678	6	35	8	38	13	0.75	34	0.1
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2006	1	impact	local	480	4	40	7	32	18	0.64	34	0.09
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2007	1	impact	local	391	0	34	16	34	17	0.67	43	0.23
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2008	1	impact	local	1480	4	40	6	36	14	0.72	42	0.17
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2009	1	impact	local	1095	5	39	6	29	22	0.57	46	0.16
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2010	1	impact	local	4065	4	43	3	37	14	0.73	43	0.18
Lostine	Lostine	GRLOS	Grande Ronde / Imnaha	74.6631	2011	1	impact	local	3688	11	29	11	34	17	0.67	56	0.12
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1954	0	impact	before	794	5	30	15	0	50	0	0	0
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1955	0	impact	before	1082	7	33	11	0	50	0	0	0
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1956	0	impact	before	2020	12	29	10	0	50	0	0	0
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1957	0	impact	before	4104	4	36	11	0	50	0	0	0.54
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1958	0	impact	before	305	3	42	5	0	50	0	0	0.77
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1959	0	impact	before	1984	4	38	9	0	50	0	0	0.63
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1960	0	impact	before	898	7	38	6	0	50	0	0	0.57
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1961	0	impact	before	438	7	36	7	0	50	0	0	0.47
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1962	0	impact	before	1474	6	32	13	0	50	0	0	0.6
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1963	0	impact	before	778	5	28	18	0	50	0	0	0.6
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1964	0	impact	before	1003	11	32	6	0	50	0	0	0.54
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1965	0	impact	before	869	8	41	2	0	50	0	0	0.64
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1966	0	impact	before	822	4	42	4	0	50	0	0	0.43
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1967	0	impact	before	305	8	26	16	0	50	0	0	0.55
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1968	0	impact	before	657	10	37	4	0	50	0	0	0.42
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1969	0	impact	before	931	4	41	6	0	50	0	0	0.48
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1970	0	impact	before	942	6	35	10	0	50	0	0	0.49
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1971	0	impact	before	652	7	41	3	0	50	0	0	0.34
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1972	0	impact	before	871	4	39	7	0	50	0	0	0.5
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1973	0	impact	before	683	2	40	9	0	50	0	0	0.55
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1974	0	impact	before	459	2	36	11	0	50	0	0	0.37
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1975	0	impact	before	377	0	19	31	0	50	0	0	0
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1976	0	impact	before	547	3	39	9	0	50	0	0	0.01
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1977	0	impact	before	267	4	34	13	0	50	0	0	0.38
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1978	0	impact	before	1446	0	7	44	0	50	0	0	0.06
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1979	0	impact	before	92	0	0	0	0	50	0	0	0.04
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1980	0	impact	before	102	0	0	0	0	50	0	0	0.03
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1981	0	impact	before	140	0	0	0	0	50	0	0	0.07
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1982	0	impact	before	228	0	0	0	0	50	0	0	0.09
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1983	0	impact	before	216	0	6	44	0	50	0	0	0.09
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1984	0	impact	before	233	0	35	16	0	50	0	0	0.1
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1985	0	impact	before	1209	2	37	12	0	50	0	0	0.07
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1986	1	impact	nonlocal	655	1	32	18	25	25	0.5	0	0.08
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1987	1	impact	nonlocal	908	1	43	7	25	25	0.5	0	0.08
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1988	1	impact	nonlocal	868	2	18	31	19	32	0.37	0	0.14
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1989	1	impact	nonlocal	319	2	36	12	0	50	0	0	0.1
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1990	1	impact	nonlocal	528	0	38	13	28	22	0.56	0	0.12
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1991	1	impact	nonlocal	399	1	24	24	19	31	0.38	0	0.1
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1992	1	impact	nonlocal	394	0	37	13	45	5	0.9	0	0.08
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1993	1	impact	nonlocal	415	0	18	33	22	28	0.44	0	0.07
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1994	1	impact	nonlocal	54	0	20	31	22	28	0.44	0	0.1
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1995	1	impact	nonlocal	70	5	45	0	0	50	0	0	0.05
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1996	1	impact	nonlocal	311	2	48	0	3	48	0.05	0	0.05
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1997	1	impact	nonlocal	188	1	45	4	2	48	0.04	0	0.07
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1998	1	impact	nonlocal	209	0	11	40	0	50	0	0	0.06
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	1999	1	impact	nonlocal	149	0	30	20	3	48	0.05	0	0.04
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2000	1	impact	nonlocal	461	2	48	0	2	49	0.03	0	0.06
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2001	1	impact	nonlocal	608	2	36	12	3	47	0.06	0	0.15
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2002	1	impact	nonlocal	664	1	39	11	1	50	0.01	0	0.13
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2003	1	impact	nonlocal	559	1	13	37	1	50	0.01	0	0.09
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2004	1	impact	nonlocal	493	0	44	7	1	50	0.01	0	0.11
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2005	1	impact	nonlocal	348	7	34	9	0	50	0	0	0.08
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2006	1	impact	nonlocal	448	2	39	10	0	50	0	0	0.08
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2007	1	impact	nonlocal	313	0	21	29	0	50	0	0	0.09
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2008	1	impact	nonlocal	553	0	38	12	6	44	0.12	0	0.15
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2009	1	impact	nonlocal	765	5	32	14	0	50	0	0	0.09
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2010	1	impact	nonlocal	941	2	48	1	18	33	0.35	0	0.15
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2011	1	impact	nonlocal	842	5	40	6	9	42	0.17	0	0.09
Minam	Minam	GRMIN	Grande Ronde / Imnaha	37.7946	2012	1	impact	nonlocal	652	2	42	6	5	46	0.09	0	0.11
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1959	0	impact	before	179	4	38	9	0	50	0	0	0.74
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1960	0	impact	before	346	7	38	6	0	50	0	0	0.58
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1961	0	impact	before	579	7	36	7	0	50	0	0	0.49
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1962	0	impact	before	973	6	36	8	0	50	0	0	0.66
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1963	0	impact	before	115	5	28	18	0	50	0	0	0.73
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1964	0	impact	before	550	6	40	5	0	50	0	0	0.62
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1965	0	impact	before	620	8	41	2	0	50	0	0	0.71
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1966	0	impact	before	508	4	42	4	0	50	0	0	0.57
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1967	0	impact	before	768	8	26	16	0	50	0	0	0.59
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1968	0	impact	before	1014	17	28	6	0	50	0	0	0.47
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1969	0	impact	before	1029	9	38	4	0	50	0	0	0.4
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1970	0	impact	before	418	4	43	3	0	50	0	0	0.48
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1971	0	impact	before	644	7	41	3	0	50	0	0	0.35
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1972	0	impact	before	612	3	28	20	0	50	0	0	0.51
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1973	0	impact	before	252	2	40	9	0	50	0	0	0.56
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1974	0	impact	before	278	2	36	11	0	50	0	0	0.37
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1975	0	impact	before	220	0	19	31	0	50	0	0	0
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1976	0	impact	before	324	3	39	9	0	50	0	0	0.01
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1977	0	impact	before	593	4	34	13	0	50	0	0	0.35
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1978	0	impact	before	217	0	7	44	0	50	0	0	0.06
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1979	0	impact	before	25	4	34	13	0	50	0	0	0.04
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1980	0	impact	before	165	4	34	13	0	50	0	0	0.03
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1981	0	impact	before	224	4	34	13	0	50	0	0	0.07
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1982	0	impact	before	161	4	34	13	0	50	0	0	0.09
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1983	0	impact	before	190	0	6	44	0	50	0	0	0.09
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1984	0	impact	before	150	0	35	16	0	50	0	0	0.1
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1985	0	impact	before	345	2	37	12	0	50	0	0	0.07
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1986	1	impact	nonlocal	214	1	32	18	7	43	0.14	0	0.08
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1987	1	impact	nonlocal	707	0	49	1	41	9	0.82	0	0.08
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1988	1	impact	nonlocal	554	2	22	27	46	4	0.92	0	0.14
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1989	1	impact	nonlocal	3	2	36	12	50	0	1	0	0.1
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1990	1	impact	nonlocal	106	0	38	13	25	25	0.5	0	0.12
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1991	1	impact	nonlocal	45	1	24	24	20	30	0.4	0	0.1
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1992	1	impact	nonlocal	394	0	46	5	40	11	0.79	0	0.08
Upper Grande Ronde	GrandRUpperMain	GRUMA	Grande Ronde / Imnaha	32.2713	1993	1	impact	nonlocal	333	0	4	47	39	12	0.77	0	0.07
