pop	old_name	code	MPG	A	year	fit_p_HOS	category	period	S_tot_obs	n_age3_obs	n_age4_obs	n_age5_obs	n_H_obs	n_W_obs	p_HOS	B_take_obs	F_rate
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1978	0	control	control	410	0	0	0	0	50	0	0	0.184946463
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1979	0	control	control	60	0	0	0	0	50	0	0	0.043
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1980	0	control	control	4	0	0	0	0	50	0	0	0.032
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1981	0	control	control	86	0	0	0	0	50	0	0	0.066
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1982	0	control	control	2	0	0	0	0	50	0	0	0.085
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1983	0	control	control	15	0	0	0	0	50	0	0	0.091
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1984	0	control	control	NA	0	0	0	0	50	0	0	0.1
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1985	0	control	control	11	0	0	0	0	50	0	0	0.068
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1986	0	control	control	46	0	0	0	0	50	0	0	0.08
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1987	0	control	control	36	0	0	0	0	50	0	0	0.08
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1988	0	control	control	42	0	0	0	0	50	0	0	0.135
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1989	0	control	control	29	0	0	0	0	50	0	0	0.099
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1990	0	control	control	44	0	0	0	0	50	0	0	0.121
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1991	0	control	control	24	0	0	0	0	50	0	0	0.101
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1992	0	control	control	27	0	0	0	0	50	0	0	0.079
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1993	0	control	control	20	0	0	0	0	50	0	0	0.071
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1994	0	control	control	2	0	0	0	0	50	0	0	0.095
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1995	0	control	control	0	0	0	0	0	50	0	0	0.05
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1996	0	control	control	4	0	0	0	0	50	0	0	0.05
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1997	0	control	control	7	0	0	0	0	50	0	0	0.072
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1998	0	control	control	22	0	0	0	0	50	0	0	0.057
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	1999	0	control	control	2	0	0	0	0	50	0	0	0.042
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2000	0	control	control	20	0	0	0	0	50	0	0	0.057
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2001	0	control	control	96	0	6	0	0	50	0	0	0.145
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2002	0	control	control	93	0	6	4	0	50	0	0	0.12586598
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2003	0	control	control	160	0	1	37	0	50	0	0	0.093881579
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2004	0	control	control	29	1	3	1	0	50	0	0	0.108
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2005	0	control	control	11	0	3	3	0	50	0	0	0.079
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2006	0	control	control	7	0	3	2	0	50	0	0	0.079
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2007	0	control	control	0	0	1	0	0	50	0	0	0.088
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2008	1	control	nonlocal	340	0	2	3	48	3	0.95	0	0.152
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2009	1	control	nonlocal	688	0	2	3	48	2	0.96	0	0.089
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2010	1	control	nonlocal	9	0	0	0	14	37	0.27	0	0.149
Yankee	Yankee	SRYFS	Upper Salmon River	52.2566	2011	0	control	control	20	3	6	2	0	50	0	0	0.087886959
